species,country,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Colombia,2013,7.67,7.67,10.0,10.0,10.0,7.75,7.67,7.75,7.67,7.83,84.0
Arabica,Kenya,2012,7.67,7.67,10.0,10.0,10.0,7.67,7.92,7.75,7.5,7.83,84.0
Arabica,Thailand,2012,7.92,8.42,9.33,8.67,8.67,8.17,8.08,8.42,8.17,8.17,84.0
Arabica,Kenya,2012,7.67,7.67,10.0,10.0,10.0,7.67,7.83,7.75,7.67,7.75,84.0
Arabica,Uganda,2012,7.92,7.58,10.0,10.0,10.0,7.83,7.67,7.67,7.58,7.75,84.0
Arabica,Thailand,2011,7.58,8.0,10.0,10.0,10.0,7.75,7.58,7.75,7.58,7.75,84.0
Arabica,Brazil,2017,7.5,8.5,10.0,10.0,10.0,7.5,7.58,7.5,7.58,7.75,83.92
Arabica,Mexico,2017,7.83,7.83,10.0,10.0,10.0,7.5,7.42,7.92,7.58,7.83,83.92
Arabica,Thailand,2015,7.67,7.83,10.0,10.0,10.0,7.83,7.67,7.67,7.5,7.75,83.92
Arabica,Brazil,2016,7.58,7.83,10.0,10.0,10.0,7.83,7.58,7.75,7.67,7.67,83.92
Arabica,Taiwan,2015,7.83,7.83,10.0,10.0,9.33,7.75,7.83,7.75,7.83,7.75,83.92
Arabica,Colombia,2016,7.75,7.67,10.0,10.0,10.0,7.75,7.83,7.75,7.5,7.67,83.92
Arabica,Colombia,2016,7.75,7.58,10.0,10.0,10.0,7.92,7.75,7.83,7.5,7.58,83.92
Arabica,Taiwan,2014,7.75,7.67,10.0,10.0,10.0,7.67,7.75,7.75,7.58,7.75,83.92
Arabica,Colombia,2015,7.92,7.75,10.0,10.0,10.0,7.67,7.58,7.83,7.5,7.67,83.92
Arabica,Colombia,2014,7.83,7.67,10.0,10.0,10.0,7.75,7.75,7.58,7.58,7.75,83.92
Arabica,Colombia,2014,7.75,7.58,10.0,10.0,10.0,7.67,7.83,7.83,7.67,7.58,83.92
Arabica,Taiwan,2014,8.0,7.17,10.0,10.0,10.0,7.33,7.67,7.92,7.92,7.92,83.92
Arabica,Colombia,2014,7.67,7.5,10.0,10.0,10.0,7.83,7.67,7.75,7.67,7.83,83.92
Arabica,Mexico,2012,7.67,7.67,10.0,10.0,10.0,7.83,7.75,7.67,7.58,7.75,83.92
Arabica,Mexico,2012,7.5,7.83,10.0,10.0,10.0,7.75,7.75,7.83,7.58,7.67,83.92
Arabica,Mexico,2012,7.75,7.75,10.0,10.0,9.33,7.67,7.75,7.92,7.83,7.92,83.92
Arabica,Colombia,2017,7.92,7.75,10.0,10.0,10.0,7.67,7.58,7.83,7.5,7.58,83.83
Arabica,Colombia,2016,7.83,7.58,10.0,10.0,10.0,7.75,7.75,7.75,7.5,7.67,83.83
Arabica,Costa Rica,2015,7.67,7.83,10.0,10.0,10.0,7.75,7.5,7.67,7.75,7.67,83.83
Arabica,Guatemala,2016,7.75,7.67,10.0,10.0,10.0,7.58,7.83,7.75,7.5,7.75,83.83
Arabica,Taiwan,2016,7.75,7.75,10.0,10.0,10.0,7.67,7.75,7.75,7.5,7.67,83.83
Arabica,Brazil,2016,7.25,8.0,10.0,10.0,10.0,7.83,7.75,8.0,7.42,7.58,83.83
Arabica,Taiwan,2014,7.67,7.83,10.0,10.0,10.0,7.75,7.42,7.75,7.67,7.75,83.83
Arabica,Ethiopia,2014,7.75,7.75,10.0,10.0,10.0,7.67,7.58,7.67,7.67,7.75,83.83
Arabica,Brazil,2015,7.67,8.08,9.33,10.0,10.0,8.17,7.83,7.5,7.58,7.67,83.83
Arabica,Costa Rica,2013,7.83,7.67,10.0,10.0,10.0,7.83,7.75,7.83,7.5,7.42,83.83
Arabica,Guatemala,2014,7.58,7.75,10.0,10.0,10.0,7.75,7.58,8.0,7.33,7.83,83.83
Arabica,Brazil,2013,7.92,7.75,10.0,10.0,10.0,7.5,8.17,7.67,7.33,7.5,83.83
Arabica,Ecuador,2013,7.5,7.67,10.0,10.0,10.0,7.83,7.83,7.75,7.58,7.67,83.83
Arabica,Colombia,2013,7.67,7.92,10.0,10.0,10.0,7.67,7.58,7.83,7.58,7.58,83.83
Arabica,Guatemala,2013,7.5,7.67,10.0,10.0,10.0,7.67,7.83,7.83,7.5,7.83,83.83
Arabica,Mexico,2012,7.67,7.92,10.0,10.0,10.0,7.5,7.67,7.42,7.67,8.0,83.83
Arabica,Mexico,2012,7.67,7.83,10.0,10.0,10.0,7.75,7.75,7.75,7.5,7.58,83.83
Arabica,Brazil,2012,7.83,7.83,10.0,10.0,10.0,7.58,7.5,7.67,7.58,7.83,83.83
Arabica,Thailand,2011,7.75,7.5,10.0,10.0,10.0,7.58,7.67,8.0,7.58,7.75,83.83
Arabica,Thailand,2011,7.5,7.75,10.0,10.0,10.0,7.83,7.75,7.58,7.58,7.83,83.83
Arabica,Ethiopia,2010,7.58,7.5,10.0,10.0,10.0,7.5,7.83,8.0,7.58,7.83,83.83
Arabica,Brazil,2017,7.67,7.75,10.0,10.0,10.0,7.67,7.67,7.75,7.58,7.67,83.75
Arabica,Colombia,2017,7.83,7.75,10.0,10.0,10.0,7.58,7.58,7.58,7.58,7.83,83.75
Arabica,Taiwan,2016,7.67,7.75,10.0,10.0,10.0,7.83,7.67,7.58,7.58,7.67,83.75
Arabica,Colombia,2016,7.92,7.67,10.0,10.0,10.0,7.5,7.75,7.67,7.5,7.75,83.75
Arabica,China,2015,7.83,7.75,10.0,10.0,10.0,7.67,7.58,7.5,7.67,7.75,83.75
Arabica,Colombia,2016,7.75,7.75,10.0,10.0,10.0,7.83,7.58,7.67,7.5,7.67,83.75
Arabica,Uganda,2013,8.0,7.67,10.0,10.0,10.0,7.5,7.33,7.75,7.58,7.92,83.75
Arabica,United States (Puerto Rico),2013,7.83,7.75,10.0,9.33,9.33,8.17,8.0,7.67,7.83,7.83,83.75
Arabica,Colombia,2014,7.67,7.67,10.0,10.0,10.0,7.67,7.5,7.92,7.67,7.67,83.75
Arabica,Colombia,2014,7.67,7.5,10.0,10.0,10.0,8.33,8.0,7.42,7.42,7.42,83.75
Arabica,Colombia,2013,7.58,7.75,10.0,10.0,10.0,7.67,7.67,7.67,7.75,7.67,83.75
Arabica,Colombia,2013,7.75,7.58,10.0,10.0,10.0,8.0,7.42,7.58,7.75,7.67,83.75
Arabica,United States (Hawaii),2013,7.25,7.75,10.0,10.0,10.0,8.25,7.83,7.58,7.67,7.42,83.75
Arabica,Mexico,2012,7.83,7.83,10.0,10.0,10.0,7.67,7.75,7.5,7.58,7.58,83.75
Arabica,Guatemala,2012,7.67,7.75,10.0,10.0,10.0,7.75,7.75,7.67,7.58,7.58,83.75
Arabica,Colombia,2011,7.83,8.08,10.0,10.0,10.0,7.67,7.42,7.33,7.58,7.83,83.75
Arabica,Brazil,2017,7.67,7.83,10.0,10.0,10.0,7.5,7.67,7.67,7.5,7.83,83.67
Arabica,Kenya,2017,8.08,7.75,10.0,10.0,10.0,7.67,7.25,7.58,7.67,7.67,83.67
Arabica,Honduras,2016,7.5,7.33,10.0,10.0,10.0,8.0,8.0,7.67,7.67,7.5,83.67
Arabica,Nicaragua,2016,7.67,7.5,10.0,10.0,10.0,7.58,7.83,7.67,7.67,7.75,83.67
Arabica,Brazil,2016,7.58,7.83,10.0,10.0,10.0,7.58,7.58,7.75,7.58,7.75,83.67
Arabica,Taiwan,2015,7.5,7.75,10.0,10.0,10.0,7.67,7.83,7.92,7.33,7.67,83.67
Arabica,Thailand,2014,7.5,7.75,10.0,10.0,10.0,7.58,7.67,7.83,7.58,7.75,83.67
Arabica,Colombia,2015,7.5,7.83,10.0,10.0,10.0,7.67,7.67,7.75,7.5,7.75,83.67
Arabica,Guatemala,2014,8.0,7.5,10.0,10.0,9.33,8.0,8.0,8.0,7.33,7.5,83.67
Arabica,Colombia,2013,7.83,7.58,10.0,10.0,10.0,7.67,7.58,7.58,7.67,7.75,83.67
Arabica,Colombia,2013,7.67,7.92,10.0,10.0,10.0,7.75,7.33,7.67,7.67,7.67,83.67
Arabica,Guatemala,2013,7.67,7.5,10.0,10.0,10.0,7.75,8.0,7.67,7.42,7.67,83.67
Arabica,Guatemala,2013,7.83,7.67,10.0,10.0,10.0,7.83,7.67,7.67,7.33,7.67,83.67
Arabica,Colombia,2012,7.75,7.83,10.0,10.0,10.0,7.75,7.17,7.83,7.58,7.75,83.67
Arabica,Guatemala,2012,8.17,8.0,9.33,9.33,9.33,7.75,8.08,7.67,7.83,8.17,83.67
Arabica,Guatemala,2012,7.67,7.5,10.0,10.0,10.0,7.83,7.58,7.42,7.5,8.17,83.67
Arabica,Mexico,2012,7.67,7.58,10.0,10.0,10.0,8.25,7.83,7.33,7.5,7.5,83.67
Arabica,Indonesia,2012,8.17,7.58,10.0,10.0,10.0,7.67,7.42,7.58,7.58,7.67,83.67
Arabica,Guatemala,2012,7.67,7.83,10.0,10.0,10.0,7.67,7.67,8.0,7.33,7.5,83.67
Arabica,Brazil,2017,7.58,7.92,10.0,10.0,10.0,7.58,7.67,7.58,7.58,7.67,83.58
Arabica,Guatemala,2016,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.83,7.5,7.75,83.58
Arabica,Colombia,2016,7.75,7.67,10.0,10.0,10.0,7.58,7.67,7.58,7.58,7.75,83.58
Arabica,China,2015,7.67,7.75,10.0,10.0,10.0,7.75,7.67,7.58,7.58,7.58,83.58
Arabica,Colombia,2015,7.67,7.58,10.0,10.0,10.0,7.58,7.75,7.67,7.58,7.75,83.58
Arabica,Mexico,2014,7.75,7.75,10.0,10.0,10.0,7.67,7.5,7.58,7.58,7.75,83.58
Arabica,Ethiopia,2014,7.75,7.75,10.0,10.0,10.0,7.67,7.5,7.67,7.58,7.67,83.58
Arabica,Uganda,2013,7.67,7.67,10.0,10.0,10.0,7.67,7.75,7.75,7.42,7.67,83.58
Arabica,Colombia,2014,7.67,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.67,7.58,83.58
Arabica,Colombia,2014,7.67,7.67,10.0,10.0,10.0,7.75,7.67,7.58,7.67,7.58,83.58
Arabica,Colombia,2014,7.75,7.58,10.0,10.0,10.0,7.83,7.75,7.58,7.5,7.58,83.58
Arabica,Taiwan,2013,7.75,7.5,10.0,10.0,10.0,7.58,7.5,7.75,7.75,7.75,83.58
Arabica,Colombia,2012,7.67,7.67,10.0,10.0,10.0,7.58,7.75,7.67,7.58,7.67,83.58
Arabica,Mexico,2012,7.83,7.67,10.0,10.0,10.0,7.58,7.67,7.58,7.58,7.67,83.58
Arabica,Colombia,2012,7.67,7.75,10.0,10.0,10.0,7.75,7.67,7.58,7.58,7.58,83.58
Arabica,Brazil,2012,7.83,7.67,10.0,10.0,10.0,7.58,7.5,7.75,7.5,7.75,83.58
Arabica,Colombia,2016,7.75,7.58,10.0,10.0,10.0,7.5,7.75,7.75,7.58,7.58,83.5
Arabica,Taiwan,2017,7.58,10.0,10.0,10.0,10.0,7.0,7.0,7.17,7.17,7.58,83.5
Arabica,Costa Rica,2015,7.92,7.83,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.42,83.5
Arabica,Colombia,2016,7.75,7.58,10.0,10.0,10.0,7.75,7.75,7.5,7.58,7.58,83.5
Arabica,Guatemala,2016,7.67,7.58,10.0,10.0,10.0,7.58,7.58,7.83,7.5,7.75,83.5
Arabica,Colombia,2015,7.58,7.75,10.0,10.0,10.0,7.67,7.75,7.58,7.58,7.58,83.5
Arabica,Tanzania,2015,7.75,7.58,10.0,10.0,10.0,7.58,7.67,7.67,7.58,7.67,83.5
Arabica,Indonesia,2015,7.25,7.67,10.0,10.0,10.0,7.58,7.83,7.92,7.58,7.67,83.5
Arabica,Ethiopia,2014,7.67,7.58,10.0,10.0,10.0,7.67,7.75,7.58,7.5,7.75,83.5
Arabica,Colombia,2014,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.83,7.67,7.42,83.5
Arabica,Colombia,2014,8.0,7.58,10.0,10.0,10.0,7.58,7.92,7.58,7.25,7.58,83.5
Arabica,Guatemala,2013,7.58,7.75,10.0,10.0,10.0,7.67,7.42,7.83,7.5,7.75,83.5
Arabica,Colombia,2014,7.75,7.67,10.0,10.0,10.0,7.83,7.83,7.5,7.33,7.58,83.5
Arabica,Honduras,2015,7.67,7.83,10.0,10.0,10.0,7.67,7.67,7.5,7.67,7.5,83.5
Arabica,Colombia,2013,7.58,7.67,10.0,10.0,10.0,7.67,7.75,7.67,7.42,7.75,83.5
Arabica,Colombia,2013,7.58,7.58,10.0,10.0,10.0,7.75,7.58,7.75,7.58,7.67,83.5
Arabica,Mexico,2012,7.83,8.42,10.0,10.0,10.0,7.42,7.5,7.5,7.25,7.58,83.5
Arabica,Mexico,2012,7.67,7.58,10.0,10.0,10.0,7.5,7.58,7.75,7.67,7.75,83.5
Arabica,Mexico,2012,7.75,7.83,10.0,10.0,10.0,7.5,7.33,7.75,7.67,7.67,83.5
Arabica,Guatemala,2012,7.83,7.5,10.0,10.0,10.0,7.5,7.67,8.0,7.5,7.5,83.5
Arabica,Colombia,2012,7.67,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.58,7.58,83.5
Arabica,Guatemala,2012,7.5,7.58,10.0,10.0,10.0,7.67,8.0,7.5,7.75,7.5,83.5
Arabica,Indonesia,2010,7.83,7.58,10.0,10.0,10.0,7.58,7.75,7.58,7.58,7.58,83.5
Arabica,Colombia,2017,7.5,7.67,10.0,10.0,10.0,7.83,7.75,7.5,7.58,7.58,83.42
Arabica,Guatemala,2017,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.58,7.5,7.75,83.42
Arabica,Colombia,2016,7.67,7.67,10.0,10.0,10.0,7.58,7.67,7.67,7.5,7.67,83.42
Arabica,Costa Rica,2016,7.58,7.83,10.0,10.0,10.0,7.67,7.5,7.92,7.42,7.5,83.42
Arabica,Taiwan,2015,7.67,10.0,10.0,10.0,10.0,7.0,7.0,7.08,7.0,7.67,83.42
Arabica,Uganda,2015,7.58,7.75,10.0,10.0,10.0,7.58,7.67,7.75,7.33,7.75,83.42
Arabica,Thailand,2015,7.5,7.67,10.0,10.0,10.0,7.67,7.75,7.5,7.75,7.58,83.42
Arabica,El Salvador,2016,7.58,7.58,10.0,10.0,10.0,7.67,7.75,7.58,7.75,7.5,83.42
Arabica,Colombia,2015,7.58,7.67,10.0,10.0,10.0,7.67,7.58,7.67,7.58,7.67,83.42
Arabica,Brazil,2014,7.33,7.75,10.0,10.0,10.0,7.83,7.42,7.5,7.75,7.83,83.42
Arabica,Tanzania,2014,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.67,7.58,7.67,83.42
Arabica,Colombia,2015,7.58,7.58,10.0,10.0,9.33,8.58,7.75,7.75,7.25,7.58,83.42
Arabica,Guatemala,2013,7.75,7.5,10.0,10.0,10.0,7.67,7.5,7.83,7.33,7.83,83.42
Arabica,Guatemala,2014,7.67,7.58,10.0,10.0,10.0,7.5,7.58,7.83,7.5,7.75,83.42
Arabica,Guatemala,2013,7.67,7.58,10.0,10.0,10.0,7.75,7.75,7.42,7.75,7.5,83.42
Arabica,United States (Hawaii),2012,7.42,7.67,10.0,10.0,10.0,7.67,7.67,7.58,7.67,7.75,83.42
Arabica,Colombia,2012,7.5,7.67,10.0,10.0,10.0,7.75,7.67,7.5,7.58,7.75,83.42
Arabica,United States (Hawaii),2010,7.5,7.5,10.0,10.0,10.0,7.58,7.83,7.67,7.42,7.92,83.42
Arabica,Colombia,2016,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.75,7.5,83.33
Arabica,Colombia,2016,7.67,7.67,10.0,10.0,10.0,7.75,7.67,7.42,7.58,7.58,83.33
Arabica,Colombia,2016,7.83,7.67,10.0,10.0,10.0,7.58,7.5,7.58,7.58,7.58,83.33
Arabica,Brazil,2016,7.5,7.58,10.0,10.0,10.0,7.92,7.58,7.58,7.33,7.83,83.33
Arabica,Mexico,2014,7.75,7.58,10.0,10.0,10.0,7.58,7.5,7.67,7.5,7.75,83.33
Arabica,Colombia,2015,7.67,7.42,10.0,10.0,10.0,7.42,7.83,7.83,7.42,7.75,83.33
Arabica,Tanzania,2014,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.67,7.58,83.33
Arabica,Mexico,2013,7.67,7.67,10.0,10.0,10.0,7.58,7.5,7.67,7.58,7.67,83.33
Arabica,Costa Rica,2014,7.67,7.58,10.0,10.0,10.0,7.67,7.67,7.67,7.42,7.67,83.33
Arabica,United States (Hawaii),2014,7.83,7.83,9.33,10.0,9.33,8.0,7.92,7.67,7.83,7.58,83.33
Arabica,Costa Rica,2013,7.5,8.0,10.0,10.0,10.0,7.17,7.83,7.5,7.67,7.67,83.33
Arabica,Peru,2013,7.83,7.5,10.0,10.0,9.33,7.58,7.92,7.83,7.58,7.75,83.33
Arabica,Haiti,2012,7.58,7.83,10.0,10.0,10.0,7.42,7.83,7.5,7.67,7.5,83.33
Arabica,Colombia,2013,7.67,7.5,10.0,10.0,10.0,7.42,7.92,7.67,7.5,7.67,83.33
Arabica,Guatemala,2013,7.83,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.17,7.67,83.33
Arabica,United States (Hawaii),2012,7.92,7.83,10.0,10.0,9.33,7.67,7.67,7.83,7.58,7.5,83.33
Arabica,Burundi,2012,7.75,7.83,10.0,10.0,10.0,7.75,7.5,7.5,7.33,7.67,83.33
Arabica,Colombia,2012,7.5,7.67,10.0,10.0,10.0,7.58,7.67,7.58,7.67,7.67,83.33
Arabica,Mexico,2017,7.67,7.67,10.0,10.0,10.0,7.5,7.33,7.83,7.42,7.83,83.25
Arabica,Costa Rica,2016,7.5,7.58,10.0,10.0,10.0,7.67,7.67,7.5,7.83,7.5,83.25
Arabica,Costa Rica,2015,7.83,7.67,10.0,10.0,10.0,7.67,7.5,7.67,7.42,7.5,83.25
Arabica,Guatemala,2016,7.5,7.67,10.0,10.0,10.0,7.58,7.67,7.83,7.42,7.58,83.25
Arabica,Uganda,2015,7.5,7.67,10.0,10.0,10.0,7.67,7.67,7.42,7.67,7.67,83.25
Arabica,Brazil,2016,7.58,8.0,10.0,10.0,10.0,7.42,7.67,7.5,7.42,7.67,83.25
Arabica,Colombia,2016,7.58,7.58,10.0,10.0,10.0,7.83,7.75,7.17,7.67,7.67,83.25
Arabica,Mexico,2015,7.83,7.42,10.0,10.0,10.0,7.58,7.58,7.58,7.5,7.75,83.25
Arabica,Taiwan,2015,7.67,7.58,10.0,10.0,10.0,7.83,7.67,7.5,7.5,7.5,83.25
Arabica,Taiwan,2014,7.92,7.33,10.0,10.0,10.0,7.33,7.5,7.58,7.75,7.83,83.25
Arabica,Colombia,2014,7.58,7.67,10.0,10.0,10.0,7.75,7.58,7.58,7.5,7.58,83.25
Arabica,Guatemala,2014,7.5,7.67,10.0,10.0,10.0,7.5,7.67,7.67,7.58,7.67,83.25
Arabica,Colombia,2013,7.83,7.58,10.0,10.0,10.0,7.67,7.67,7.33,7.67,7.5,83.25
Arabica,Mexico,2013,7.58,7.75,10.0,10.0,10.0,7.58,7.58,7.5,7.5,7.75,83.25
Arabica,United States (Hawaii),2012,7.58,7.67,9.33,10.0,9.33,7.67,8.08,8.0,7.83,7.75,83.25
Arabica,Mexico,2012,7.75,7.67,10.0,10.0,10.0,7.58,7.5,7.58,7.58,7.58,83.25
Arabica,Mexico,2012,7.75,7.58,10.0,10.0,10.0,7.5,7.33,7.92,7.42,7.75,83.25
Arabica,Guatemala,2012,7.83,7.42,10.0,10.0,10.0,8.08,7.42,7.83,7.08,7.58,83.25
Arabica,Brazil,2012,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.5,7.67,83.25
Arabica,Colombia,2012,7.67,7.58,10.0,10.0,10.0,7.58,7.83,7.42,7.58,7.58,83.25
Arabica,Colombia,2012,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.5,7.5,7.67,83.25
Arabica,Colombia,2011,7.92,7.5,10.0,10.0,10.0,7.58,7.83,7.42,7.25,7.75,83.25
Arabica,Colombia,2010,8.0,7.5,10.0,10.0,10.0,7.5,7.67,7.25,7.67,7.67,83.25
Arabica,Colombia,2010,7.92,7.58,10.0,10.0,10.0,7.67,7.42,7.42,7.5,7.75,83.25
Arabica,Brazil,2017,7.67,7.75,10.0,10.0,10.0,7.58,7.67,7.58,7.5,7.42,83.17
Arabica,Guatemala,2017,7.58,7.67,10.0,10.0,10.0,7.58,7.75,7.67,7.33,7.58,83.17
Arabica,Tanzania,2016,7.67,7.58,10.0,10.0,10.0,7.58,7.67,7.67,7.42,7.58,83.17
Arabica,Peru,2017,7.92,7.5,10.0,10.0,10.0,7.5,7.67,7.58,7.5,7.5,83.17
Arabica,Vietnam,2017,7.58,7.58,10.0,10.0,10.0,8.58,7.58,7.33,7.08,7.42,83.17
Arabica,Guatemala,2016,7.67,7.5,10.0,10.0,10.0,7.5,7.58,7.75,7.42,7.75,83.17
Arabica,Honduras,2016,7.67,7.5,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.67,83.17
Arabica,China,2015,7.5,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.33,7.67,83.17
Arabica,China,2015,7.67,7.67,10.0,10.0,10.0,7.58,7.42,7.67,7.5,7.67,83.17
Arabica,El Salvador,2016,7.5,7.5,10.0,10.0,10.0,7.67,8.0,7.67,7.33,7.5,83.17
Arabica,Guatemala,2015,7.5,7.5,10.0,10.0,10.0,7.5,7.58,7.83,7.5,7.75,83.17
Arabica,Guatemala,2015,7.92,7.42,10.0,10.0,10.0,7.5,7.5,7.75,7.42,7.67,83.17
Arabica,Kenya,2014,7.83,7.83,9.33,9.33,9.33,8.5,7.83,7.75,7.67,7.75,83.17
Arabica,Thailand,2014,7.67,7.5,10.0,10.0,10.0,7.67,7.42,7.75,7.58,7.58,83.17
Arabica,Tanzania,2014,7.58,7.67,10.0,10.0,10.0,7.58,7.42,7.58,7.67,7.67,83.17
Arabica,Colombia,2014,7.58,7.75,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.5,83.17
Arabica,Uganda,2014,8.0,7.67,10.0,10.0,10.0,7.58,7.33,7.42,7.5,7.67,83.17
Arabica,Colombia,2014,7.58,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.5,7.75,83.17
Arabica,Honduras,2013,7.5,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.5,7.5,83.17
Arabica,Honduras,2015,7.67,7.5,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.67,83.17
Arabica,Guatemala,2014,7.33,7.67,10.0,10.0,10.0,7.67,7.33,8.17,7.17,7.83,83.17
Arabica,United States (Hawaii),2013,7.5,7.58,10.0,10.0,10.0,7.67,7.92,7.42,7.58,7.5,83.17
Arabica,Tanzania,2014,7.58,7.58,10.0,10.0,10.0,7.58,7.58,7.75,7.58,7.5,83.17
Arabica,Guatemala,2013,7.67,7.5,10.0,10.0,10.0,7.67,7.5,7.67,7.33,7.83,83.17
Arabica,Mexico,2013,7.75,7.75,10.0,10.0,10.0,7.42,7.5,7.58,7.58,7.58,83.17
Arabica,Mexico,2012,7.75,7.67,10.0,10.0,10.0,7.58,7.42,7.5,7.58,7.67,83.17
Arabica,Mexico,2012,7.58,7.67,10.0,10.0,10.0,7.58,7.5,7.67,7.42,7.75,83.17
Arabica,Colombia,2012,7.67,7.25,10.0,10.0,10.0,8.17,7.58,7.5,7.5,7.5,83.17
Arabica,Mexico,2012,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.75,7.42,7.5,83.17
Arabica,Colombia,2012,7.58,7.5,10.0,10.0,10.0,7.67,7.67,7.58,7.5,7.67,83.17
Arabica,Mexico,2012,7.5,7.58,10.0,10.0,10.0,7.5,7.67,7.58,7.58,7.75,83.17
Arabica,Brazil,2012,7.75,7.5,10.0,10.0,10.0,7.58,7.58,7.5,7.58,7.67,83.17
Arabica,Brazil,2012,7.92,7.67,10.0,10.0,10.0,7.5,7.42,7.58,7.5,7.58,83.17
Arabica,Guatemala,2012,7.75,7.5,9.33,10.0,10.0,8.0,7.92,7.5,7.67,7.5,83.17
Arabica,Brazil,2011,7.75,7.58,10.0,10.0,10.0,7.5,7.75,7.5,7.58,7.5,83.17
Arabica,Brazil,2011,7.58,7.42,10.0,10.0,10.0,7.58,7.67,7.5,7.67,7.75,83.17
Arabica,El Salvador,2011,7.42,7.58,10.0,9.33,10.0,7.58,7.17,8.08,8.17,7.83,83.17
Arabica,Colombia,2016,7.58,7.5,10.0,10.0,10.0,7.58,7.75,7.67,7.33,7.67,83.08
Arabica,Colombia,2016,7.75,7.17,10.0,10.0,10.0,7.75,8.0,7.42,7.5,7.5,83.08
Arabica,Brazil,2015,7.58,7.58,10.0,10.0,10.0,7.58,7.67,7.5,7.58,7.58,83.08
Arabica,Brazil,2016,7.33,7.92,10.0,10.0,10.0,7.42,7.75,7.33,7.67,7.67,83.08
Arabica,Taiwan,2015,7.83,7.75,10.0,10.0,9.33,7.25,7.67,7.83,7.5,7.92,83.08
Arabica,Brazil,2015,7.42,7.5,10.0,10.0,10.0,7.67,7.75,7.5,7.58,7.67,83.08
Arabica,Brazil,2015,7.58,7.67,10.0,10.0,10.0,7.5,7.42,7.42,7.67,7.83,83.08
Arabica,Costa Rica,2014,7.83,7.5,10.0,10.0,10.0,7.67,7.58,7.67,7.5,7.33,83.08
Arabica,United States (Hawaii),2013,7.33,7.58,10.0,10.0,10.0,7.67,7.83,7.33,7.58,7.75,83.08
Arabica,Taiwan,2013,7.75,7.58,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.75,83.08
Arabica,United States (Hawaii),2012,7.83,7.5,10.0,10.0,10.0,7.67,7.75,7.17,7.33,7.83,83.08
Arabica,Mexico,2012,7.75,7.5,10.0,10.0,10.0,7.5,7.5,7.75,7.42,7.67,83.08
Arabica,United States (Hawaii),2012,7.67,8.08,10.0,9.33,9.33,8.0,7.92,7.67,7.5,7.58,83.08
Arabica,United States (Hawaii),2012,7.33,7.42,10.0,10.0,10.0,7.58,7.67,7.92,7.58,7.58,83.08
Arabica,Colombia,2010,7.83,7.58,10.0,10.0,10.0,7.92,7.42,7.25,7.33,7.75,83.08
Arabica,Indonesia,2010,7.67,7.5,10.0,10.0,10.0,7.58,7.67,7.58,7.5,7.58,83.08
Arabica,Brazil,2017,7.58,7.5,10.0,10.0,10.0,7.5,7.67,7.75,7.5,7.5,83.0
Arabica,Brazil,2016,7.5,7.58,10.0,10.0,10.0,7.5,7.58,7.67,7.58,7.58,83.0
Arabica,Brazil,2016,7.5,7.58,10.0,10.0,10.0,7.42,7.58,7.67,7.58,7.67,83.0
Arabica,Uganda,2015,7.67,7.58,10.0,10.0,10.0,7.5,7.83,7.42,7.42,7.58,83.0
Arabica,Uganda,2015,7.67,7.67,10.0,10.0,10.0,7.5,7.42,7.58,7.5,7.67,83.0
Arabica,Colombia,2016,7.67,7.58,10.0,10.0,10.0,7.58,7.5,7.67,7.33,7.67,83.0
Arabica,Vietnam,2014,7.75,8.0,10.0,10.0,9.33,7.67,7.42,7.58,7.58,7.67,83.0
Arabica,Guatemala,2015,7.67,7.42,10.0,10.0,10.0,7.5,7.42,7.92,7.33,7.75,83.0
Arabica,Guatemala,2015,7.75,7.58,10.0,10.0,10.0,7.42,7.5,7.75,7.33,7.67,83.0
Arabica,Guatemala,2015,7.83,7.33,10.0,10.0,10.0,7.5,7.75,7.67,7.25,7.67,83.0
Arabica,Brazil,2014,7.67,7.58,10.0,10.0,10.0,7.5,7.42,7.5,7.67,7.67,83.0
Arabica,Taiwan,2014,7.92,7.17,10.0,10.0,10.0,7.25,7.33,7.58,7.83,7.92,83.0
