species,country,region,company,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Myanmar,"yauk sauk, shan state","waylead industrial co, ltd.",2015,8,6.83,10,10,10,6.92,7.08,7.33,7,7.08,80.25
Arabica,Myanmar,ywar ngan,,2014,7.42,7.25,10,10,10,7.33,7.17,7,7.08,7,80.25
Arabica,Nicaragua,matagalpa,zeas escobar y compañía limitada,2015,7.08,7.25,10,10,10,7.25,7.5,7.25,7,6.92,80.25
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.5,7.33,9.33,9.33,9.33,7.58,7.42,7.67,7.67,7.08,80.25
Arabica,Colombia,,costco wholesale industries,2012,7.42,7.58,8.67,8.67,8.67,7.58,8.08,7.75,7.83,8,80.25
Arabica,Taiwan,chiayi fanlu嘉義縣番路鄉,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7.25,7.17,7.25,7.25,7.08,80.25
Arabica,Guatemala,oriente,the coffee source inc.,2012,7,7.25,10,10,10,7.17,7,7.33,7.33,7.17,80.25
Arabica,Mexico,"calnali, hidalgo",,2012,7.58,7.17,10,10,10,7,6.75,7.25,7.17,7.33,80.25
Arabica,Vietnam,dala,"sunvirtue co., ltd.",2017,7.42,7.25,10,10,8.67,7.33,7.42,7.58,7.25,7.25,80.17
Arabica,Nicaragua,jinotega,exportadora atlantic s.a,2015,7.17,7.17,10,10,10,7.08,7.25,7.33,7.08,7.08,80.17
Arabica,Honduras,marcala,cadexsa,2015,7.25,7.33,10,10,10,7.08,7.08,7.17,7,7.25,80.17
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.33,7,10,10,10,7.17,7.17,7.17,7,7.33,80.17
Arabica,Mexico,coatepec,café katsina,2012,7.33,7.08,10,10,10,7.08,7.25,7.42,6.92,7.08,80.17
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.58,7.42,10,10,8.67,7.17,7.08,7.5,7.33,7.42,80.17
Arabica,Mexico,veracruz,cafes de naranjal s.a. de c.v,2012,7.33,7,10,10,10,7,7.25,7.08,7.17,7.33,80.17
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.33,7.17,10,10,10,7,7,7.33,7,7.33,80.17
Arabica,Brazil,mantiqueira de minas,carmo coffees,2017,7.17,7.08,10,10,10,7.25,7.25,7.17,7,7.17,80.08
Arabica,Taiwan,苗栗泰安,宸嶧國際,2014,7.42,7,10,10,10,7,7,7.17,7.25,7.25,80.08
Arabica,Nicaragua,,costco wholesale industries,2013,7.25,7.08,10,10,10,7.25,7.17,7.25,6.92,7.17,80.08
Arabica,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7,7.08,7.25,7.25,7.25,80.08
Arabica,Taiwan,changhua baguashan 彰化市八卦山,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7.08,7.25,7,7.25,7.25,80.08
Arabica,Taiwan,changhua baguashan 彰化市八卦山,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7.08,7.17,7.08,7.25,7.25,80.08
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.33,7.08,10,10,10,7.08,7.08,7.08,7.25,7.17,80.08
Arabica,Mexico,escuitla,,2012,7.25,7.08,10,10,10,7.17,7.33,7.17,7,7.08,80.08
Arabica,Nicaragua,jinotega,"comercial internacional exportadora, s.a.",2017,7.33,7,10,10,10,7.17,7.42,7.08,6.92,7.08,80
Arabica,Myanmar,"doe kwin, pyin oo lwin",ngu shwe li coffee estate,2015,7.17,6.92,10,10,10,7,7.17,7.42,7,7.33,80
Arabica,Mexico,"sierra fraylesca, chiapas",globus coffee,2014,7.58,7.42,10,8.67,8.67,7.5,7.5,7.5,7.42,7.75,80
Arabica,Taiwan,changhua baguashan 彰化市八卦山,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7,7.25,7,7.25,7.25,80
Arabica,Thailand,thailand,doi tung development project,2012,7.33,7,10,10,10,7.08,7.42,7.42,7.08,6.67,80
Arabica,Mexico,coatepec,,2012,7.25,7.25,10,10,9.33,7.33,7.33,7.17,7.08,7.25,80
Arabica,Mexico,san miguel del puerto,,2012,7.08,7.17,10,10,10,7,7.08,7.33,7,7.33,80
Arabica,Ethiopia,limu,,2010,7.42,7.75,8.67,9.33,8.67,7.58,7.75,7.92,7.5,7.42,80
Arabica,Colombia,huila,federacion nacional de cafeteros,2015,7.83,7.42,10,10,6.67,7.17,7.83,7.75,7.58,7.67,79.92
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.5,7,10,10,10,7.17,7.33,6.92,7,7,79.92
Arabica,Mexico,chiapas,"finca triunfo verde, s.c.",2013,7.33,7.17,10,10,9.33,7.17,7.42,7.33,7.08,7.08,79.92
Arabica,Mexico,"motozintla, chiapas",industrializadora de kaffee andes s.a. de c.v.,2012,7.17,7,10,10,10,7.08,7.33,7.25,6.92,7.17,79.92
Arabica,Mexico,veracruz,,2012,7.5,6.75,10,10,10,7.08,7.25,7.17,7,7.17,79.92
Arabica,Mexico,jaltenango,,2012,7.17,7.33,10,10,9.33,7.33,7.5,7.08,7.08,7.08,79.92
Arabica,Mexico,coatepec,,2012,7.33,7.25,10,10,9.33,7.17,7.17,7.42,7,7.25,79.92
Arabica,Mexico,veracruz,cafetalera la asunción s.a. de c.v.,2012,7.17,7,10,9.33,10,7.08,7.33,7.58,7.08,7.33,79.92
Arabica,Kenya,kiambu,taylor winch (coffee) ltd,2017,7,7.08,10,10,10,7.25,7.25,7.17,7,7.08,79.83
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.33,7.08,10,10,9.33,7.33,7.25,7.33,6.92,7.25,79.83
Arabica,Nicaragua,jinotega,asociación aldea global jinotega,2014,6.83,7.17,10,10,10,7.08,7.5,6.92,7.17,7.17,79.83
Arabica,Mexico,veracruz,,2012,7.17,6.83,10,10,10,7,7.5,7.25,7,7.08,79.83
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.58,7.17,10,10,9.33,7.17,7.5,7.17,6.83,7.08,79.83
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2016,7.5,7.25,9.33,9.33,9.33,7.42,7.33,7.58,7.25,7.42,79.75
Arabica,Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉","red on tree co., ltd.",2014,7.75,7.33,8.67,9.33,9.33,7.83,7.67,7.33,7.17,7.33,79.75
Arabica,Taiwan,"baihe dist., tainan city 臺南市白河區","red on tree co., ltd.",2013,7.08,7,10,10,10,7.17,7.17,7,7.25,7.08,79.75
Arabica,Thailand,thailand,doi tung development project,2013,7.25,7,10,10,10,6.92,7.08,7.5,6.92,7.08,79.75
Arabica,Peru,huanuco,sustainable harvest,2013,7,7.17,10,10,9.33,7.42,7.5,7.25,7,7.08,79.75
Arabica,Costa Rica,brunca,the coffee source inc.,2013,7.58,8,10,8,8,7.58,7.67,7.75,7.67,7.5,79.75
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz spr de ri,2013,7.58,6.67,10,10,10,6.92,7.5,7,7,7.08,79.75
Arabica,Mexico,chiapas,comon yaj noptic s. de ss,2013,7.58,6.83,10,9.33,10,6.92,7.5,7.58,6.92,7.08,79.75
Arabica,Mexico,chiapas,"finca triunfo verde, s.c.",2013,7.25,7,10,10,10,7.08,7.17,7.17,7,7.08,79.75
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.25,6.92,10,10,10,7,7.17,7.08,7.17,7.17,79.75
Arabica,Mexico,pochutla,ecomtrading,2012,7.33,7,10,10,10,7,7.08,7.08,7,7.25,79.75
Arabica,Guatemala,antigua,lusso coffee lab,2012,7.58,7.67,9.33,9.33,9.33,7.33,7,7.33,7.5,7.33,79.75
Arabica,Mexico,tuxtla gutierrez,cafe montegrande,2012,7.25,7.33,10,10,10,7.08,7.25,7.08,6.92,6.83,79.75
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2016,7.42,7.25,9.33,9.33,9.33,7.33,7.42,7.58,7.25,7.42,79.67
Arabica,El Salvador,cacahuatique,consejo salvadoreño del café,2016,7.25,7,10,10,10,7.17,7.33,6.83,7,7.08,79.67
Arabica,Thailand,thailand,doi tung development project,2013,6.92,7.08,10,10,10,7.08,7.17,7.42,6.83,7.17,79.67
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.5,7,10,10,10,7.17,7.08,7.08,6.83,7,79.67
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz spr de ri,2013,7.42,6.83,10,10,10,6.58,7.17,7.58,6.83,7.25,79.67
Arabica,Mexico,"tenango de doria, hidalgo",,2012,7.33,7.33,10,10,10,7,7.08,6.75,7,7.17,79.67
Arabica,Mexico,"coatepec, coatepec",ecomtrading,2012,6.92,7.08,10,10,10,7.08,7.08,7.17,7.17,7.17,79.67
Arabica,Mexico,tepetzingo,cafetera el grande s.a. de c.v.,2012,7.08,6.92,10,10,10,7.08,7.25,7.33,6.92,7,79.58
Arabica,Mexico,la concordia,beneficio custepec s.a. de c.v.,2012,7.25,6.92,10,10,10,7,7.25,7.33,6.92,6.92,79.58
Arabica,Guatemala,"chuva, san marcos",,2010,7.08,7.08,10,10,10,7,7.25,7.33,6.83,7,79.58
Arabica,Nicaragua,jinotega,cooperativa el gorrion r.l,2015,6.92,7,10,10,10,7,7.25,7.42,7,6.92,79.5
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2014,6.92,7,10,10,10,7,7.42,7,7.17,7,79.5
Arabica,Colombia,cundinamarca,exportadora de cafe condor s.a,2013,7.83,7.5,10,6.67,10,7.5,7.67,7.42,7.42,7.5,79.5
Arabica,Mexico,la concordia,beneficio custepec s.a. de c.v.,2012,7.25,7,10,10,9.33,7.08,7.58,7.25,6.92,7.08,79.5
Arabica,Mexico,"coatepec, coatepec",,2012,7.25,7,10,10,9.33,7.17,7.17,7.25,7,7.33,79.5
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.08,7.42,9.33,9.33,9.33,7.42,7.33,7.58,7.25,7.33,79.42
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.25,6.83,10,10,10,7.17,7,7,6.83,7.33,79.42
Arabica,Mexico,xicotepec de juarez,cafessisimo compañia s.a. de c.v.,2012,7,6.83,10,10,10,7.17,7.33,7.42,6.83,6.83,79.42
Arabica,Colombia,pereira,the coffee source inc.,2013,7.42,7.33,10,9.33,9.33,7.25,7.42,7.25,6.75,7.25,79.33
Arabica,Mexico,zentla,,2012,7,6.83,10,10,10,6.92,7.42,7.33,6.83,7,79.33
Arabica,Mexico,zentla,,2012,7.42,7,10,10,9.33,7.08,7.08,7.17,7.08,7.17,79.33
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.17,7.17,10,10,10,7.33,7.58,7.25,6.33,6.5,79.33
Arabica,Taiwan,natou county,"red on tree co., ltd.",2014,7.08,6.75,10,10,10,7.08,7.42,7.25,6.83,6.83,79.25
Arabica,Mexico,veracruz,cafes de naranjal s.a. de c.v,2012,7,6.92,10,10,10,7.08,7.17,7.17,6.92,7,79.25
Arabica,Guatemala,santa rosa,"unex guatemala, s.a.",2017,7.33,7.42,9.33,9.33,8.67,7.42,7.5,7.42,7.33,7.42,79.17
Arabica,Honduras,ocotepeque,coffee planet corporation s.a,2017,7.58,7,10,10,10,6.92,7,6.92,6.75,7,79.17
Arabica,Guatemala,occidente,"unex guatemala, s.a.",2016,7.08,6.83,10,10,10,6.92,7,7.42,6.92,7,79.17
Arabica,Guatemala,nuevo oriente,mercon guatemala s.a.,2015,7.25,6.83,10,10,10,6.92,7,7.25,6.75,7.17,79.17
Arabica,Costa Rica,san rafael,s&d coffee and tea,2012,7.17,7.33,6.67,10,10,7.83,7.25,8,7.5,7.42,79.17
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.25,7.17,10,10,9.33,7.17,7.17,7.08,6.92,7.08,79.17
Arabica,Mexico,yajalon,,2012,7.17,6.92,10,10,10,7,7.17,7.08,6.92,6.92,79.17
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.58,7.67,8.67,8.67,8.67,7.67,7.67,7.42,7.42,7.67,79.08
Arabica,United States (Puerto Rico),yauco region,"hacienda alto grande, llc.",2013,7.42,6.92,10,9.33,10,6.92,7.33,7.33,6.75,7.08,79.08
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.33,6.83,10,10,9.33,7.08,7.33,7.25,6.92,7,79.08
Arabica,Mexico,tlacuilotepec,productores e industrializadores de café orgánico la fe s.c. de r.l.,2012,7.25,6.92,10,10,9.33,7,7.42,7.33,6.75,7.08,79.08
Arabica,Mexico,talpa de allende,,2012,7.17,7.25,10,9.33,9.33,7.08,7.25,7.17,7.25,7.25,79.08
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.33,6.58,10,10,10,6.83,7.08,7.42,6.58,7.17,79
Arabica,Honduras,intibuca,cafes finos de exportacion s de r.l.,2014,7,7,10,10,10,7,7,7,7,7,79
Arabica,Peru,san ignacio,sustainable harvest,2012,7.67,7,9.33,9.33,8.67,7.5,8,7.25,7.08,7.17,79
Arabica,Mexico,"iliatenco, guerrero",café monteabuelo s.a. de c.v.,2012,6.75,7,10,10,10,7.08,7.17,7.25,6.67,7.08,79
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.5,7,10,10,8.67,7,7.25,7.5,6.92,7.17,79
Arabica,Mexico,amatenango de la frontera,café pico de loro,2012,7.17,6.83,10,10,10,6.92,7.17,7.25,6.83,6.83,79
Arabica,Mexico,"la concordia, chiapas",ecomtrading,2013,7.33,7,10,10,9.33,7.25,7.17,7.08,6.75,7,78.92
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.5,6.75,10,10,10,6.75,6.92,7.08,6.92,7,78.92
Arabica,Nicaragua,jalapa,exportadora atlantic s.a,2016,7.17,6.75,10,10,10,7,7,7,6.92,7,78.83
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.5,7.17,9.33,9.33,9.33,7.42,7.58,7.25,6.92,6.92,78.75
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.33,6.75,10,10,10,7,7,7.25,6.33,7.08,78.75
Arabica,Mexico,veracruz,empagri s.p.r. de r.l. de c.v.,2012,7.25,6.67,10,10,10,7,7.17,7,6.83,6.83,78.75
Arabica,Mexico,veracruz,,2012,7.25,7,10,10,8.67,7,7.08,7.25,7.17,7.33,78.75
Arabica,Mexico,"ohuapan, tlaltetela",,2012,7.67,7,8.67,10,9.33,7.17,7.58,7.33,6.83,7.17,78.75
Arabica,China,yunnan,yunnan louis herbs r& d center,2013,7,7.08,9.33,10,10,7.17,7.17,7.17,6.83,6.92,78.67
Arabica,Mexico,yecuatla,,2012,6.92,6.83,10,10,10,6.92,7.17,7.25,6.67,6.92,78.67
Arabica,Nicaragua,nueva segovia,exportadora atlantic s.a,2016,7.08,6.92,10,10,10,6.92,7.08,6.83,6.75,7,78.58
Arabica,Nicaragua,,exportadora atlantic s.a,2014,6.83,6.67,10,10,10,7.08,7.25,6.75,6.92,7.08,78.58
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.33,7.17,10,9.33,8.67,7.17,7.25,7.58,6.92,7.17,78.58
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","red on tree co., ltd.",2013,6.83,6.67,10,10,10,6.92,7,7.25,7.17,6.75,78.58
Arabica,Mexico,tapachula,ecomtrading,2012,7,6.67,10,10,10,6.92,6.92,7.33,6.75,7,78.58
Arabica,Mexico,cofradia de suchitlan,organizaciones de productores de cafe colimense sa de cv,2012,7.92,7.5,10,6.67,8,7.5,7.92,7.92,7.58,7.58,78.58
Arabica,Mexico,"sierra, chiapas",unión de ejidos san fernando,2014,7.25,7.17,10,9.33,9.33,7.58,7.25,6.92,6.92,6.75,78.5
Arabica,Mexico,villa talea de castro,villa talea café,2012,7.08,6.83,10,10,10,6.92,7,7,6.83,6.83,78.5
Arabica,Mexico,los angeles,,2012,7.25,6.92,10,10,8.67,7.08,7.58,6.83,7,7.17,78.5
Arabica,Brazil,monte carmelo,bourbon specialty coffees,2015,6.83,6.83,10,10,10,6.83,6.92,7.08,6.92,7,78.42
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.58,7.17,10,10,8,7,7.33,7.17,7,7.17,78.42
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.5,7.83,8.67,8,7.33,7.92,7.92,7.83,7.58,7.75,78.33
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.17,6.67,10,10,10,7.17,7.17,7,6.67,6.5,78.33
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.17,6.5,10,10,10,6.83,7,7.17,6.5,7.17,78.33
Arabica,Mexico,"xochitonalco, huautla        ",asociación agricola local de productores de café de huautla de jimenez        ,2012,7.25,7.75,10,9.33,8,7.42,7.33,7.5,7,7.25,78.33
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.17,7,10,10,10,7.33,7.33,7.25,6.17,6.08,78.33
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.5,7.42,8.67,8.67,8.67,7.42,7.5,7.58,7.33,7.5,78.25
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.42,7.25,9.33,8.67,8,7.75,7.67,7.5,7.33,7.33,78.25
Arabica,Indonesia,ijen,pt. shriya artha nusantara,2016,6.92,6.83,10,10,10,6.83,6.92,6.92,6.92,6.83,78.17
Arabica,Mexico,cordoba,,2012,7.08,6.75,10,9.33,10,6.92,7.25,7.25,6.67,6.83,78.08
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",taiwan coffee laboratory,2016,7.5,7.25,10,10,6.67,7.5,7.5,7.17,7.33,7.08,78
Arabica,Honduras,intibuca,cafes finos de exportacion s de r.l.,2014,6.83,6.67,10,10,10,6.83,7,7,6.67,7,78
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.58,7.33,9.33,8.67,8,7.33,7.5,7.42,7.5,7.33,78
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.42,7.25,9.33,9.33,9.33,6.92,7,7.33,6.83,7.25,78
Arabica,China,yunnan,greenhouse coffee china,2013,7.33,7.17,9.33,9.33,9.33,7,7.33,7.08,6.92,7.17,78
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7,6.67,10,10,10,6.83,6.67,7.17,6.83,6.83,78
Arabica,Mexico,"motozintla, chiapas",industrializadora de kaffee andes s.a. de c.v.,2012,7.25,7.08,8,10,10,7.08,7.25,7,7,7.33,78
Arabica,Costa Rica,occidental,santa laura exportadora de cafe s.l.e.c. s.a.,2014,7.5,6.83,10,9.33,8.67,6.83,7.08,7,7.42,7.25,77.92
Arabica,Mexico,petatlan,,2012,7.42,6.92,10,10,8,7.08,7.25,7,7,7.25,77.92
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.17,7.17,10,10,10,6.83,7.33,7.08,6.17,6.17,77.92
Arabica,Nicaragua,jinotega,"beneficiadora norteña de cafe, s. a. (bencafe)",2016,7.42,7.17,10,8.67,9.33,7,7.08,7.17,7,7,77.83
Arabica,Brazil,,green mountain coffee,2014,7,6.67,10,10,10,6.83,7.08,6.83,6.67,6.75,77.83
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7,6.5,10,10,10,6.83,6.83,7.17,6.67,6.83,77.83
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","red on tree co., ltd.",2012,7.17,6.67,10,9.33,9.33,7.17,7.33,7.33,6.58,6.75,77.67
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.58,7.58,6,9.33,9.33,7.42,7.42,7.67,7.58,7.67,77.58
Arabica,Mexico,coatepec,,2012,7.17,6.67,10,10,10,6.75,6.83,6.75,6.58,6.75,77.5
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.08,6.17,10,10,10,7,6.92,7,6.33,6.92,77.42
Arabica,Brazil,south of minas,ipanema coffees,2017,7.5,7,10,8,8,6.92,7.58,7.58,7.42,7.33,77.33
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.33,6.67,9.33,9.33,9.33,7.17,7.17,7.17,6.83,7,77.33
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.33,6.83,10,9.33,9.33,6.92,6.92,7,6.67,7,77.33
Arabica,Haiti,"dondon, haiti",haiti coffee,2013,6.83,6.83,10,10,9.33,6.92,6.92,6.75,6.83,6.83,77.25
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.08,6.75,10,9.33,8.67,7.42,7.58,6.67,6.83,6.92,77.25
Arabica,Mexico,"motozintla, chiapas",industrializadora de kaffee andes s.a. de c.v.,2012,7.08,6.92,10,8.67,8.67,7.25,7.33,7.25,7,7,77.17
Arabica,Peru,san ignacio,"tony's coffee and teas, inc.",2014,7.42,7.67,9.33,5.33,8.67,7.83,7.92,7.67,7.42,7.75,77
Arabica,India,chickmangalore,olam japan,2016,7.67,7.42,6.67,10,9.33,7.42,7.17,6.67,7.17,7.33,76.83
Arabica,Guatemala,oriente,asociación nacional del café - anacafe -,2012,6.42,6.5,10,10,10,6.92,6.33,7.33,6.5,6.5,76.5
Arabica,Mexico,coatepec,exportadora moretto s.a. de c.v.,2012,7.17,6.58,10,9.33,9.33,6.58,7.25,7,6.58,6.58,76.42
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.5,7,8.67,8.67,8.67,7.33,7.17,7.5,6.83,7,76.33
Arabica,Guatemala,oriente,eduardo ambrocio,2012,6.17,6.17,10,10,10,6.83,7,7.17,6.5,6.5,76.33
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.25,7.08,9.33,8.67,8.67,6.83,7.33,7.17,6.83,7.08,76.25
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.5,7.5,8,8,8,7.25,7.67,7.58,7.33,7.33,76.17
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.42,6.75,10,10,7.33,6.83,6.92,7.08,6.83,7,76.17
Arabica,Indonesia,indonesia,,2011,7.33,6.67,9.33,10,9.33,6.33,7.58,6.08,6.5,7,76.17
Arabica,Mexico,tepictla,el mejor café,2012,7.08,6.58,10,7.33,10,7.08,7.17,7.17,6.83,6.83,76.08
Arabica,Honduras,intibuca,cafes finos de exportacion s de r.l.,2014,6.83,7,10,8.67,9.33,6.83,7,6.83,6.67,6.83,76
Arabica,Philippines,"benguet, mountain province",prime3,2012,6.83,6.67,9.33,10,9.33,7,6.75,6.92,6.5,6.5,75.83
Arabica,Brazil,monte carmelo,volcafe ltda.,2017,7.17,7,10,8,8,7,7.17,7.5,6.83,7,75.67
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.92,6.83,8,8,8,7.17,7.33,7.58,7.17,7.58,75.58
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,6.67,6.5,10,10,8.67,6.75,7.17,7,6.33,6.5,75.58
Arabica,Mexico,tlacuilotepec,productores e industrializadores de café orgánico la fe s.c. de r.l.,2012,7.5,6.83,10,8,8,6.83,7.17,7,6.92,7.25,75.5
Arabica,Mexico,ocosingo,sposel s. de s.s.,2012,7.17,6.58,10,6,10,7.75,7.25,6.83,6.67,6.92,75.17
Arabica,Mexico,,cafe montegrande,2012,7.25,6.67,10,6.67,10,6.83,7.17,7.08,6.67,6.83,75.17
Arabica,Mexico,huautla de jimenez,union regional de cafeticultores de la mazateca alta,2012,7.17,6.75,10,7.33,8.67,6.67,7.42,7.17,6.83,7.17,75.17
Arabica,Mexico,menglian,grupo juvenil magtayani ac,2012,7,6.75,10,6.67,10,6.83,7.17,6.92,6.75,6.92,75
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.08,6.42,10,8.67,8.67,6.75,7,7,6.58,6.75,74.92
Arabica,Mexico,coatepec,,2012,7.33,7,10,5.33,10,7,7.5,7.25,6.67,6.75,74.83
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,6.75,6.33,10,10,8,6.75,7.25,7,6.17,6.5,74.75
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,6.75,6.42,10,10,8,6.58,7,7.17,6.17,6.67,74.75
Arabica,Mexico,chiapas,cesmach s.c.,2013,7.08,6.75,10,7.33,8,6.83,7.33,7.5,6.83,7,74.67
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.5,7.33,6.67,8.67,8,7.33,7.42,7.25,7,7.25,74.42
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,6.5,6,8.67,10,8.67,6.83,7.33,7.5,6.5,6.33,74.33
Arabica,Mexico,"chocaman, veracruz",,2012,7,6.67,10,6.67,10,6.83,7.08,6.83,6.67,6.58,74.33
Arabica,Mexico,xalapa,,2012,6.92,6.5,10,6.67,10,6.75,7.25,7.33,6.17,6.42,74
Arabica,Mexico,coatepec,,2012,7.67,7.08,10,2.67,10,7.33,7.33,7.58,7.17,7,73.83
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.17,7.33,6.67,6.67,9.33,6.92,7.67,7.58,7.17,7.17,73.67
Arabica,Brazil,campos altos - cerrado,bourbon specialty coffees,2016,7.25,6.67,10,8,8,6.42,7,7,6.58,6.58,73.5
Arabica,Honduras,intibuca,cafes finos de exportacion s de r.l.,2014,7,7.08,8,8,8,7.17,7,7.17,6.83,7.17,73.42
Arabica,Mexico,sierra alta mixe y zapoteca,upctiz zapoteca s.p.r. de r.l.,2014,7.08,6.92,8,8,8,6.92,6.92,7.08,6.92,7.08,72.92
Arabica,Colombia,,costco wholesale industries,2013,8,7.33,6.67,6.67,6.67,7.67,7.42,7.33,7.75,7.33,72.83
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,6.92,6.92,9.33,6.67,6.67,7.17,7.58,7.5,6.92,6.92,72.58
Arabica,Haiti,marmelade,,2010,6.92,6.42,8.67,5.33,10,6.67,7.33,7.17,7.08,6.75,72.33
Arabica,Costa Rica,occidental,santa laura exportadora de cafe s.l.e.c. s.a.,2014,6.33,6.25,10,6.67,10,6.5,6.33,6.83,6.33,6.5,71.75
Arabica,Mexico,tlatlauquitepec,cafe colonial de tlatlauquitepec,2012,6.92,6.58,10,2.67,10,7,7.17,6.92,6.92,6.92,71.08
Arabica,Mexico,veracruz,,2012,6.5,6.42,10,6,8,6.5,7.33,7.17,6.42,6.67,71
Arabica,Mexico,"sierra norte yajalon, chiapas",globus coffee,2014,6.92,6.75,10,6,6,6.92,7.42,6.92,6.83,7,70.75
Arabica,Brazil,cerrado,volcafe ltda.,2017,7,6.67,10,6,6,6.83,7.33,7,6.83,7,70.67
Arabica,Honduras,marcala,cadexsa,2014,6.67,6.33,8,8,8,6.17,6.83,6.67,6.17,6.5,69.33
Arabica,Honduras,marcala,cadexsa,2014,7,6.5,8,8,8,6.17,6.5,6.67,6.17,6.17,69.17
Arabica,Honduras,marcala,cadexsa,2014,7,6.33,8,8,8,6.17,6.67,6.5,6.17,6.33,69.17
Arabica,Mexico,juchique de ferrer,terra mia,2012,7.08,6.75,10,0,10,6.75,7.25,7.42,6.25,6.83,68.33
Arabica,Haiti,"department d'artibonite , haiti",haiti coffee,2012,6.75,6.42,6,6,9.33,6.67,7.08,6.67,6.42,6.58,67.92
Arabica,Nicaragua,jalapa,exportadora atlantic s.a,2016,7.25,6.17,6,6,6,6.08,6.42,6.25,6.33,6.58,63.08
Arabica,Guatemala,nuevo oriente,unicafe,2012,7.5,6.67,1.33,1.33,8,6.67,7.33,7.67,6.67,6.67,59.83
